Geração,População,Média de Visão
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
2,30,38.67,0.59
1,30,40.33,0.52
1,30,39.77,0.57
2,21,44.48,0.67
3,21,45.1,0.7
4,21,45.1,0.71
5,15,45.33,0.75
